Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00128+05	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	K06134	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00128+06	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	K00591	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00129+01	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K00963	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00129+02	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K00012	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00129+03	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K00699	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00129+04	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	(K01195,K14756)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00129+06	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K01053	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00129+07	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K00103	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00130+01	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	(K00888,K19801,K13711)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00130+02	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	(K00889,K13712)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00130+03	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	(K01116,K05857,K05858,K05859,K05860,K05861)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00130+04	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	K00911	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00131+01	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	K01106	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00131+02	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	(K01107,K15422)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00131+03	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	K01109	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00131+04	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	(K01092,K15759,K10047,K18649)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00132+01	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	K00913	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00132+02	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	K00915	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00132+03	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	K10572	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00133+01	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	(K01583,K01584,K01585,K02626)	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00133+02	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	K01480	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00133+03	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	K01611	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00133+04	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	K00797	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00134+01	Polyamine biosynthesis, arginine => ornithine => putrescine	K01476	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00134+02	Polyamine biosynthesis, arginine => ornithine => putrescine	K01581	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00135+01	GABA biosynthesis, eukaryotes, putrescine => GABA	K00657	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00135+02	GABA biosynthesis, eukaryotes, putrescine => GABA	K00274	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00135+03	GABA biosynthesis, eukaryotes, putrescine => GABA	(K00128,K14085,K00149)	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00136+01	GABA biosynthesis, prokaryotes, putrescine => GABA	K09470	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00136+02	GABA biosynthesis, prokaryotes, putrescine => GABA	K09471	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00136+03	GABA biosynthesis, prokaryotes, putrescine => GABA	K09472	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00136+04	GABA biosynthesis, prokaryotes, putrescine => GABA	K09473	Polyamine biosynthesis	Absent	Absent	Absent	Absent
M00137+01	Flavanone biosynthesis, phenylalanine => naringenin	K10775	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00137+02	Flavanone biosynthesis, phenylalanine => naringenin	K00487	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00137+03	Flavanone biosynthesis, phenylalanine => naringenin	K01904	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00137+04	Flavanone biosynthesis, phenylalanine => naringenin	K00660	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00137+05	Flavanone biosynthesis, phenylalanine => naringenin	K01859	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00138+01	Flavonoid biosynthesis, naringenin => pelargonidin	K00475	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00138+02	Flavonoid biosynthesis, naringenin => pelargonidin	K13082	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00138+03	Flavonoid biosynthesis, naringenin => pelargonidin	K05277	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00140+01	C1-unit interconversion, prokaryotes	K00600	Cofactor and vitamin metabolism	Absent	Absent	Absent	Present
M00140+02	C1-unit interconversion, prokaryotes	K01491	Cofactor and vitamin metabolism	Absent	Absent	Absent	Present
M00140+03	C1-unit interconversion, prokaryotes	K01938	Cofactor and vitamin metabolism	Absent	Absent	Absent	Present
M00141+01	C1-unit interconversion, eukaryotes	K00600	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00141+02	C1-unit interconversion, eukaryotes	(K00288,(K13403	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00141+03	C1-unit interconversion, eukaryotes	K13402))	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00142+01	NADH:ubiquinone oxidoreductase, mitochondria	K03878+K03879+K03880+K03881+K03882+K03883+K03884	ATP synthesis	Absent	Absent	Absent	Absent
M00143+01	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	K03934+K03935+K03936+K03937+K03938+K03939+K03940+K03941+K03942+K03943-K03944	ATP synthesis	Absent	Absent	Absent	Absent
M00144+01	NADH:quinone oxidoreductase, prokaryotes	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342,K15863)+K00343	ATP synthesis	Present	Present	Present	Present
M00145+01	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	K05574+K05582+K05581+K05579+K05572+K05580+K05578+K05576+K05577+K05575+K05573-K05583-K05584-K05585	ATP synthesis	Absent	Absent	Absent	Absent
M00146+01	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	K03945+K03946+K03947+K03948+K03949+K03950+K03951+K03952+K03953+K03954+K03955+K03956+K11352+K11353	ATP synthesis	Absent	Absent	Absent	Absent
M00147+01	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	K03957+K03958+K03959+K03960+K03961+K03962+K03963+K03964+K03965+K03966+K11351+K03967+K03968	ATP synthesis	Absent	Absent	Absent	Absent
M00148+01	Succinate dehydrogenase (ubiquinone)	K00236+K00237+K00234+K00235	ATP synthesis	Absent	Absent	Absent	Absent
M00149+01	Succinate dehydrogenase, prokaryotes	K00241+K00242+K00239+K00240	ATP synthesis	Present	Present	Present	Present
M00150+01	Fumarate reductase, prokaryotes	K00244+K00245+K00246+K00247	ATP synthesis	Absent	Absent	Absent	Absent
M00151+01	Cytochrome bc1 complex respiratory unit	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	ATP synthesis	Present	Present	Present	Present
M00152+01	Cytochrome bc1 complex	(K00412+K00413,K00410)+K00411+K00414+K00415+K00416+K00417+K00418+K00419+K00420	ATP synthesis	Present	Present	Present	Present
M00153+01	Cytochrome d ubiquinol oxidase	K00425+K00426	ATP synthesis	Absent	Absent	Absent	Present
M00154+01	Cytochrome c oxidase	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+(K02269,K02270-K02271)+K02272-K02273+K02258+K02259+K02260)	ATP synthesis	Present	Present	Absent	Present
M00155+01	Cytochrome c oxidase, prokaryotes	K02275+(K02274+K02276,K15408)-K02277	ATP synthesis	Present	Present	Absent	Present
M00156+01	Cytochrome c oxidase, cbb3-type	((K00404+K00405,K15862)+K00407+K00406)	ATP synthesis	Present	Present	Present	Present
M00157+01	F-type ATPase, prokaryotes and chloroplasts	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	ATP synthesis	Present	Present	Present	Present
M00158+01	F-type ATPase, eukaryotes	K02132+K02133+K02136+K02134+K02135+K02137+K02126+K02127+K02128+K02138+(K02129,K01549)+(K02130,K02139)+K02140+(K02141,K02131)-K02142-K02143+K02125	ATP synthesis	Absent	Absent	Absent	Absent
M00159+01	V/A-type ATPase, prokaryotes	K02117+K02118+K02119+K02120+K02121+K02122+K02107+K02123+K02124	ATP synthesis	Absent	Absent	Absent	Absent
M00160+01	V-type ATPase, eukaryotes	K02145+K02147+K02148+K02149+K02150+K02151+K02152+K02144+K02154+(K03661,K02155)+K02146+K02153+K03662	ATP synthesis	Absent	Absent	Absent	Absent
M00161+01	Photosystem II	K02703+K02706+K02705+K02704+K02707+K02708	Photosynthesis	Absent	Absent	Absent	Absent
M00162+01	Cytochrome b6f complex	K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640	ATP synthesis	Absent	Absent	Absent	Absent
M00163+01	Photosystem I	K02689+K02690+K02691+K02692+K02693+K02694	Photosynthesis	Absent	Absent	Absent	Absent
M00165+01	Reductive pentose phosphate cycle (Calvin cycle)	K00855	Carbon fixation	Present	Present	Present	Present
M00165+02	Reductive pentose phosphate cycle (Calvin cycle)	(K01601-K01602)	Carbon fixation	Present	Present	Present	Present
M00165+03	Reductive pentose phosphate cycle (Calvin cycle)	K00927	Carbon fixation	Present	Present	Present	Present
M00165+04	Reductive pentose phosphate cycle (Calvin cycle)	(K05298,K00150,K00134)	Carbon fixation	Present	Present	Present	Present
M00165+05	Reductive pentose phosphate cycle (Calvin cycle)	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present
M00165+06	Reductive pentose phosphate cycle (Calvin cycle)	(K03841,K02446,K11532,K01086,K04041)	Carbon fixation	Present	Present	Present	Present
M00165+07	Reductive pentose phosphate cycle (Calvin cycle)	K00615	Carbon fixation	Present	Present	Present	Present
M00165+08	Reductive pentose phosphate cycle (Calvin cycle)	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present
M00165+09	Reductive pentose phosphate cycle (Calvin cycle)	(K01100,K11532,K01086)	Carbon fixation	Present	Present	Present	Present
M00165+10	Reductive pentose phosphate cycle (Calvin cycle)	K00615	Carbon fixation	Present	Present	Present	Present
M00165+11	Reductive pentose phosphate cycle (Calvin cycle)	(K01807,K01808)	Carbon fixation	Present	Present	Present	Present
M00166+01	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	K00855	Carbon fixation	Present	Present	Present	Present
M00166+02	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	(K01601-K01602)	Carbon fixation	Present	Present	Present	Present
M00166+03	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	K00927	Carbon fixation	Present	Present	Present	Present
M00166+04	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	(K05298,K00150,K00134)	Carbon fixation	Present	Present	Present	Present
M00167+01	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01623,K01624)	Carbon fixation	Absent	Absent	Absent	Present
M00167+02	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K03841,K02446,K11532,K01086,K04041)	Carbon fixation	Absent	Absent	Absent	Present
M00167+03	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	K00615	Carbon fixation	Absent	Absent	Absent	Present
M00167+04	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01623,K01624)	Carbon fixation	Absent	Absent	Absent	Present
M00167+05	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01100,K11532,K01086)	Carbon fixation	Absent	Absent	Absent	Present
M00167+06	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	K00615	Carbon fixation	Absent	Absent	Absent	Present
M00167+07	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01807,K01808)	Carbon fixation	Absent	Absent	Absent	Present
M00168+01	CAM (Crassulacean acid metabolism), dark	K01595	Carbon fixation	Absent	Absent	Absent	Absent
M00168+02	CAM (Crassulacean acid metabolism), dark	(K00025,K00026,K00024)	Carbon fixation	Absent	Absent	Absent	Absent
M00169+01	CAM (Crassulacean acid metabolism), light	K00029	Carbon fixation	Present	Present	Present	Present
M00169+02	CAM (Crassulacean acid metabolism), light	K01006	Carbon fixation	Present	Present	Present	Present
M00170+01	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K01595	Carbon fixation	Absent	Absent	Absent	Absent
M00170+02	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K14454	Carbon fixation	Absent	Absent	Absent	Absent
M00170+03	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K14455	Carbon fixation	Absent	Absent	Absent	Absent
M00170+04	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K01610	Carbon fixation	Absent	Absent	Absent	Absent
M00171+01	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K01595	Carbon fixation	Absent	Absent	Absent	Absent
M00171+02	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K14454	Carbon fixation	Absent	Absent	Absent	Absent
M00171+03	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K14455	Carbon fixation	Absent	Absent	Absent	Absent
M00171+04	C4-dicarboxylic acid cycle, NAD - malic enzyme type	(K00025,K00026)	Carbon fixation	Absent	Absent	Absent	Absent
M00171+05	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K00028	Carbon fixation	Absent	Absent	Absent	Absent
M00171+06	C4-dicarboxylic acid cycle, NAD - malic enzyme type	(K00814,K14272)	Carbon fixation	Absent	Absent	Absent	Absent
M00171+07	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K01006	Carbon fixation	Absent	Absent	Absent	Absent
M00172+01	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K01595	Carbon fixation	Present	Present	Absent	Absent
M00172+02	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K00051	Carbon fixation	Present	Present	Absent	Absent
M00172+03	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K00029	Carbon fixation	Present	Present	Absent	Absent
M00172+04	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K01006	Carbon fixation	Present	Present	Absent	Absent
M00173+01	Reductive citrate cycle (Arnon-Buchanan cycle)	(K00169+K00170+K00171+K00172,K03737)	Carbon fixation	Absent	Absent	Absent	Present
M00173+02	Reductive citrate cycle (Arnon-Buchanan cycle)	((K01007,K01006)	Carbon fixation	Absent	Absent	Absent	Present
M00173+03	Reductive citrate cycle (Arnon-Buchanan cycle)	K01595,K01959+K01960,K01958)	Carbon fixation	Absent	Absent	Absent	Present
M00173+04	Reductive citrate cycle (Arnon-Buchanan cycle)	K00024	Carbon fixation	Absent	Absent	Absent	Present
M00173+05	Reductive citrate cycle (Arnon-Buchanan cycle)	(K01676,K01679,K01677+K01678)	Carbon fixation	Absent	Absent	Absent	Present
M00173+06	Reductive citrate cycle (Arnon-Buchanan cycle)	(K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560)	Carbon fixation	Absent	Absent	Absent	Present
M00173+07	Reductive citrate cycle (Arnon-Buchanan cycle)	(K01902+K01903)	Carbon fixation	Absent	Absent	Absent	Present
M00173+08	Reductive citrate cycle (Arnon-Buchanan cycle)	(K00174+K00175-K00177-K00176)	Carbon fixation	Absent	Absent	Absent	Present
M00173+09	Reductive citrate cycle (Arnon-Buchanan cycle)	K00031	Carbon fixation	Absent	Absent	Absent	Present
M00173+10	Reductive citrate cycle (Arnon-Buchanan cycle)	(K01681,K01682)	Carbon fixation	Absent	Absent	Absent	Present
M00173+11	Reductive citrate cycle (Arnon-Buchanan cycle)	(K15230+K15231,K15232+K15233	Carbon fixation	Absent	Absent	Absent	Present
M00173+12	Reductive citrate cycle (Arnon-Buchanan cycle)	K15234)	Carbon fixation	Absent	Absent	Absent	Present
M00174+01	Methane oxidation, methanotroph, methane => formaldehyde	((K10944+K10945+K10946),(K16157+K16158+K16159+K16160+K16161+K16162))	Methane metabolism	Absent	Absent	Absent	Absent
M00174+02	Methane oxidation, methanotroph, methane => formaldehyde	((K14028-K14029),K17066)	Methane metabolism	Absent	Absent	Absent	Absent
M00175+01	Nitrogen fixation, nitrogen => ammonia	K02588+K02586+K02591-K00531	Nitrogen metabolism	Absent	Present	Present	Present
M00176+01	Assimilatory sulfate reduction, sulfate => H2S	(K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860)	Sulfur metabolism	Absent	Absent	Absent	Present
M00176+02	Assimilatory sulfate reduction, sulfate => H2S	K00390	Sulfur metabolism	Absent	Absent	Absent	Present
M00176+03	Assimilatory sulfate reduction, sulfate => H2S	(K00380+K00381,K00392)	Sulfur metabolism	Absent	Absent	Absent	Present
M00177+01	Ribosome, eukaryotes	K02981+K02985+K02984+K02987+K02989+K02991+K02993+K02995+K02997+K02947+K02949+K02951+K02953+K02955+K02958+K02957+K02960+K02962+K02964+K02966+K02969+K02971+K02973+K02974+K02975+K02976+K02978+K02977+K02979+K02980-K02983+K02998+K02925+K02930+K02932+K02934+K02937+K02936+K02938+K02940+K02866+K02865+K02868+K02870+K02873+K02872+K02875+K02877+K02880+K02883+K02882+K02885+K02889+K02891+K02894+K02893+K02896+K02898+K02901+K02900+K02903+K02905+K02908+K02910+K02912+K02915+K02918+K02917+K02920+K02922+K02921+K02923+K02924+K02927-K02928+K02929+K02941+K02942+K02943	Ribosome	Absent	Absent	Absent	Absent
M00178+01	Ribosome, bacteria	K02946+K02906+K02926+K02892+K02886+K02965+K02890+K02982+K02878+K02904+K02961+K02874+K02895+K02931+K02954+K02994+K02933+K02881+K02988+K02907+K02876+K02919+K02952+K02948+K02986+K02879+K02871+K02996+K02992+K02950-K07590+K02935+K02864+K02863+K02867+K02967+K02956+K02916+K02887+K02914+K02939+K02963+K02990+K02888+K02899+K02902+K02913+K02911+K02909-K02897+K02959+K02884+K02968+K02945-K02970	Ribosome	Present	Present	Present	Present
M00179+01	Ribosome, archaea	K02946+K02906+K02930+K02892+K02886+K02965+K02890+K02982+K02904+K02961+K02874+K02895+K02987+K02931+K02954+K02994+K02933+K02912+K02885+K02881+K02988+K02907+K02876+K02952+K02948+K02986+K02883+K02871+K02996+K02992+K02950+K02936+K02979+K02896+K02869+K02864+K02863+K02867+K02967+K02956+K02978+K02929+K02877+K02984+K02991+K02974+K02977+K02962+K02910+K02924+K02866+K02889+K02922+K02921+K02995+K02966+K02927-K02944-K02976-K02975-K02983-K02873-K02917-K02928-K02915-K02875+K02908	Ribosome	Present	Present	Present	Present
